c1.diseaseId	c1.name	c2.type	c2.diseaseClassName	c0.Ngenes	c0.diseaseId2	c0.source
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Immune System Diseases ; Nutritional and Metabolic Diseases	31	C0205734	ALL
C0030567	Parkinson Disease	disease	Skin and Connective Tissue Diseases ; Stomatognathic Diseases	31	C0206139	ALL
C0030567	Parkinson Disease	group	null	31	C0221505	ALL
C0030567	Parkinson Disease	disease	null	31	C0263361	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Pathological Conditions, Signs and Symptoms ; Stomatognathic Diseases	31	C0023532	ALL
C0030567	Parkinson Disease	phenotype	null	31	C0028259	ALL
C0030567	Parkinson Disease	disease	Neoplasms	31	C0030421	ALL
C0030567	Parkinson Disease	phenotype	Respiratory Tract Diseases	31	C0034063	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	31	C0036337	ALL
C0030567	Parkinson Disease	disease	Pathological Conditions, Signs and Symptoms	31	C0038644	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases	31	C0398623	ALL
C0030567	Parkinson Disease	disease	null	31	C0399440	ALL
C0030567	Parkinson Disease	phenotype	null	31	C0518010	ALL
C0030567	Parkinson Disease	disease	null	31	C0683322	ALL
C0030567	Parkinson Disease	phenotype	null	31	C0687675	ALL
C0030567	Parkinson Disease	phenotype	null	31	C0700078	ALL
C0030567	Parkinson Disease	disease	null	31	C0744641	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Nervous System Diseases	31	C0752308	ALL
C0030567	Parkinson Disease	disease	null	30	C1397307	ALL
C0030567	Parkinson Disease	phenotype	null	30	C1658953	ALL
C0030567	Parkinson Disease	disease	null	30	C0268621	ALL
C0030567	Parkinson Disease	phenotype	null	30	C0347959	ALL
C0030567	Parkinson Disease	disease	null	30	C0349566	ALL
C0030567	Parkinson Disease	phenotype	Bacterial Infections and Mycoses ; Pathological Conditions, Signs and Symptoms	30	C0376618	ALL
C0030567	Parkinson Disease	group	Mental Disorders	30	C0008073	ALL
C0030567	Parkinson Disease	disease	Neoplasms	30	C0008487	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	30	C0018989	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases	30	C0026470	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	30	C0027686	ALL
C0030567	Parkinson Disease	group	Respiratory Tract Diseases	30	C0032227	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms ; Skin and Connective Tissue Diseases	30	C0033774	ALL
C0030567	Parkinson Disease	phenotype	Respiratory Tract Diseases	30	C0035229	ALL
C0030567	Parkinson Disease	group	Respiratory Tract Diseases	30	C0035242	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Nervous System Diseases	30	C0035258	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases	30	C0040028	ALL
C0030567	Parkinson Disease	group	Substance-Related Disorders	30	C0041755	ALL
C0030567	Parkinson Disease	group	Bacterial Infections and Mycoses ; Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	30	C0042029	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	30	C0079745	ALL
C0030567	Parkinson Disease	disease	null	30	C0085695	ALL
C0030567	Parkinson Disease	disease	null	30	C1839839	ALL
C0030567	Parkinson Disease	disease	null	30	C1868649	ALL
C0030567	Parkinson Disease	group	Mental Disorders ; Substance-Related Disorders	30	C0236733	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	30	C0242231	ALL
C0030567	Parkinson Disease	disease	Neoplasms	29	C0206663	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases ; Nervous System Diseases ; Skin and Connective Tissue Diseases	29	C0221056	ALL
C0030567	Parkinson Disease	disease	null	29	C0221765	ALL
C0030567	Parkinson Disease	disease	Pathological Conditions, Signs and Symptoms	29	C0231341	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Otorhinolaryngologic Diseases ; Stomatognathic Diseases	29	C0238301	ALL
C0030567	Parkinson Disease	phenotype	null	29	C0242510	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Neoplasms	29	C0349639	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Nutritional and Metabolic Diseases	29	C0362046	ALL
C0030567	Parkinson Disease	group	Musculoskeletal Diseases	29	C0949691	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	29	C1262477	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Digestive System Diseases ; Neoplasms ; Nutritional and Metabolic Diseases	29	C1333990	ALL
C0030567	Parkinson Disease	disease	null	29	C0595936	ALL
C0030567	Parkinson Disease	disease	Eye Diseases	29	C0730328	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Substance-Related Disorders	29	C0740858	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Nervous System Diseases	29	C0751955	ALL
C0030567	Parkinson Disease	disease	null	29	C2315100	ALL
C0030567	Parkinson Disease	disease	null	29	C3642345	ALL
C0030567	Parkinson Disease	disease	null	29	C3665444	ALL
C0030567	Parkinson Disease	disease	null	29	C1862939	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Immune System Diseases ; Male Urogenital Diseases	29	C0017665	ALL
C0030567	Parkinson Disease	group	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Hemic and Lymphatic Diseases ; Immune System Diseases	29	C0018203	ALL
C0030567	Parkinson Disease	disease	Neoplasms	29	C0018916	ALL
C0030567	Parkinson Disease	disease	Neoplasms	29	C0023269	ALL
C0030567	Parkinson Disease	disease	Neoplasms	29	C0023827	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases	29	C0024312	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Musculoskeletal Diseases ; Stomatognathic Diseases	29	C0025990	ALL
C0030567	Parkinson Disease	group	Nervous System Diseases	29	C0027868	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Neoplasms ; Nervous System Diseases	29	C0033375	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	29	C0036920	ALL
C0030567	Parkinson Disease	group	Neoplasms ; Nervous System Diseases	29	C0085136	ALL
C0030567	Parkinson Disease	group	Neoplasms ; Otorhinolaryngologic Diseases ; Stomatognathic Diseases	28	C0031347	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases	28	C0033626	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Eye Diseases	28	C0035344	ALL
C0030567	Parkinson Disease	group	Endocrine System Diseases ; Male Urogenital Diseases ; Neoplasms	28	C0039590	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Eye Diseases	28	C0040592	ALL
C0030567	Parkinson Disease	disease	Pathological Conditions, Signs and Symptoms ; Virus Diseases	28	C0042749	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	28	C0043144	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases	28	C0080178	ALL
C0030567	Parkinson Disease	phenotype	Endocrine System Diseases ; Female Urogenital Diseases and Pregnancy Complications ; Nutritional and Metabolic Diseases	28	C0085207	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	28	C0403447	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	28	C0520463	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	28	C0338480	ALL
C0030567	Parkinson Disease	disease	null	28	C0349782	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Female Urogenital Diseases and Pregnancy Complications ; Neoplasms	28	C0206687	ALL
C0030567	Parkinson Disease	phenotype	null	28	C0231246	ALL
C0030567	Parkinson Disease	disease	null	28	C0236663	ALL
C0030567	Parkinson Disease	disease	null	28	C0240295	ALL
C0030567	Parkinson Disease	disease	null	28	C0948192	ALL
C0030567	Parkinson Disease	disease	null	28	C1512326	ALL
C0030567	Parkinson Disease	disease	null	28	C0001956	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	28	C0003944	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	28	C0008350	ALL
C0030567	Parkinson Disease	group	Pathological Conditions, Signs and Symptoms	28	C0008625	ALL
C0030567	Parkinson Disease	phenotype	Stomatognathic Diseases	28	C0011389	ALL
C0030567	Parkinson Disease	disease	Skin and Connective Tissue Diseases	28	C0011616	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Substance-Related Disorders	28	C0019187	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Immune System Diseases ; Respiratory Tract Diseases	28	C3495801	ALL
C0030567	Parkinson Disease	disease	null	28	C1851841	ALL
C0030567	Parkinson Disease	disease	null	28	C1857130	ALL
C0030567	Parkinson Disease	phenotype	null	27	C1840264	ALL
C0030567	Parkinson Disease	disease	null	27	C1842981	ALL
C0030567	Parkinson Disease	disease	null	27	C1852197	ALL
C0030567	Parkinson Disease	phenotype	null	27	C1864985	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Nutritional and Metabolic Diseases	27	C0162316	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Musculoskeletal Diseases ; Nervous System Diseases ; Nutritional and Metabolic Diseases	27	C0162671	ALL
C0030567	Parkinson Disease	disease	Neoplasms	27	C0206664	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Hemic and Lymphatic Diseases ; Nervous System Diseases ; Nutritional and Metabolic Diseases	27	C0220756	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases ; Nervous System Diseases	27	C0238190	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	27	C0494475	ALL
C0030567	Parkinson Disease	disease	null	27	C0699949	ALL
C0030567	Parkinson Disease	disease	null	27	C0853193	ALL
C0030567	Parkinson Disease	disease	null	27	C0026985	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Pathological Conditions, Signs and Symptoms	27	C0033036	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Respiratory Tract Diseases	27	C0035220	ALL
C0030567	Parkinson Disease	disease	Eye Diseases ; Nervous System Diseases	27	C0038379	ALL
C0030567	Parkinson Disease	disease	Neoplasms	27	C0039538	ALL
C0030567	Parkinson Disease	disease	Eye Diseases ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	27	C0042798	ALL
C0030567	Parkinson Disease	disease	null	27	C0265783	ALL
C0030567	Parkinson Disease	disease	null	27	C0346153	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases	27	C0393571	ALL
C0030567	Parkinson Disease	disease	null	27	C2931852	ALL
C0030567	Parkinson Disease	disease	null	27	C3841475	ALL
C0030567	Parkinson Disease	group	Virus Diseases	27	C0001486	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	27	C0003857	ALL
C0030567	Parkinson Disease	phenotype	Nutritional and Metabolic Diseases	27	C0006663	ALL
C0030567	Parkinson Disease	disease	Stomatognathic Diseases	27	C0011334	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases ; Virus Diseases	27	C0014060	ALL
C0030567	Parkinson Disease	disease	Immune System Diseases ; Otorhinolaryngologic Diseases ; Respiratory Tract Diseases	27	C0018621	ALL
C0030567	Parkinson Disease	group	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	27	C0022680	ALL
C0030567	Parkinson Disease	phenotype	Musculoskeletal Diseases ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	26	C0003862	ALL
C0030567	Parkinson Disease	group	Hemic and Lymphatic Diseases	26	C0005779	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Musculoskeletal Diseases	26	C0010278	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Endocrine System Diseases ; Male Urogenital Diseases	26	C0010417	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	26	C0014550	ALL
C0030567	Parkinson Disease	disease	null	26	C0019340	ALL
C0030567	Parkinson Disease	group	Immune System Diseases ; Virus Diseases	26	C0020097	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases	26	C0020437	ALL
C0030567	Parkinson Disease	phenotype	Female Urogenital Diseases and Pregnancy Complications	26	C0021361	ALL
C0030567	Parkinson Disease	disease	Parasitic Diseases	26	C0023290	ALL
C0030567	Parkinson Disease	disease	Neoplasms	26	C0023462	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Endocrine System Diseases ; Neoplasms	26	C0025268	ALL
C0030567	Parkinson Disease	group	Bacterial Infections and Mycoses	26	C0026936	ALL
C0030567	Parkinson Disease	disease	Eye Diseases ; Nervous System Diseases	26	C0029134	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	26	C0030201	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Respiratory Tract Diseases	26	C0036205	ALL
C0030567	Parkinson Disease	group	Nervous System Diseases	26	C0037928	ALL
C0030567	Parkinson Disease	phenotype	Skin and Connective Tissue Diseases	26	C0041834	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	26	C0079774	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	26	C0149871	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	26	C0149940	ALL
C0030567	Parkinson Disease	disease	Neoplasms	26	C0205647	ALL
C0030567	Parkinson Disease	disease	null	26	C0220615	ALL
C0030567	Parkinson Disease	phenotype	null	26	C0234133	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	26	C0237326	ALL
C0030567	Parkinson Disease	disease	Pathological Conditions, Signs and Symptoms	26	C0242966	ALL
C0030567	Parkinson Disease	phenotype	null	26	C4020855	ALL
C0030567	Parkinson Disease	disease	null	26	C4054122	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	26	C0522224	ALL
C0030567	Parkinson Disease	disease	null	26	C3887524	ALL
C0030567	Parkinson Disease	group	null	26	C0876973	ALL
C0030567	Parkinson Disease	disease	null	26	C1511789	ALL
C0030567	Parkinson Disease	disease	Virus Diseases	26	C0276275	ALL
C0030567	Parkinson Disease	disease	null	26	C0333983	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications	26	C0341858	ALL
C0030567	Parkinson Disease	disease	null	25	C0278704	ALL
C0030567	Parkinson Disease	disease	null	25	C0280324	ALL
C0030567	Parkinson Disease	disease	null	25	C0339789	ALL
C0030567	Parkinson Disease	phenotype	null	25	C0392707	ALL
C0030567	Parkinson Disease	disease	null	25	C4082937	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	25	C0025289	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	25	C0026269	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases	25	C0029401	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Respiratory Tract Diseases	25	C0034065	ALL
C0030567	Parkinson Disease	group	Respiratory Tract Diseases	25	C0035204	ALL
C0030567	Parkinson Disease	group	Female Urogenital Diseases and Pregnancy Complications ; Neoplasms	25	C0042138	ALL
C0030567	Parkinson Disease	disease	Stomatognathic Diseases	25	C0043352	ALL
C0030567	Parkinson Disease	disease	null	25	C0001342	ALL
C0030567	Parkinson Disease	phenotype	Cardiovascular Diseases ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	25	C0002962	ALL
C0030567	Parkinson Disease	disease	Respiratory Tract Diseases	25	C0006267	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	25	C0008489	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases ; Nervous System Diseases	25	C0016053	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	25	C0020255	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Nervous System Diseases	25	C0022336	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases ; Nutritional and Metabolic Diseases	25	C0023264	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	25	C0023443	ALL
C0030567	Parkinson Disease	phenotype	null	25	C1853562	ALL
C0030567	Parkinson Disease	phenotype	null	25	C0151576	ALL
C0030567	Parkinson Disease	disease	null	25	C0152171	ALL
C0030567	Parkinson Disease	disease	null	25	C0239234	ALL
C0030567	Parkinson Disease	phenotype	null	25	C0241005	ALL
C0030567	Parkinson Disease	disease	Parasitic Diseases ; Pathological Conditions, Signs and Symptoms	25	C0242723	ALL
C0030567	Parkinson Disease	disease	Eye Diseases	25	C0242852	ALL
C0030567	Parkinson Disease	group	null	25	C0263630	ALL
C0030567	Parkinson Disease	disease	null	25	C0949059	ALL
C0030567	Parkinson Disease	disease	null	25	C1168327	ALL
C0030567	Parkinson Disease	disease	null	25	C1301034	ALL
C0030567	Parkinson Disease	phenotype	null	25	C0497247	ALL
C0030567	Parkinson Disease	phenotype	null	25	C0564567	ALL
C0030567	Parkinson Disease	disease	null	25	C0598894	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases	25	C0751783	ALL
C0030567	Parkinson Disease	disease	null	25	C1970943	ALL
C0030567	Parkinson Disease	disease	null	25	C1970945	ALL
C0030567	Parkinson Disease	disease	null	24	C2700438	ALL
C0030567	Parkinson Disease	disease	null	24	C2986665	ALL
C0030567	Parkinson Disease	disease	null	24	C3160909	ALL
C0030567	Parkinson Disease	disease	null	24	C1862382	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	24	C0023485	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	24	C0024419	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Eye Diseases	24	C0026010	ALL
C0030567	Parkinson Disease	phenotype	Musculoskeletal Diseases ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	24	C0026821	ALL
C0030567	Parkinson Disease	disease	null	24	C0026987	ALL
C0030567	Parkinson Disease	disease	Neoplasms	24	C0027960	ALL
C0030567	Parkinson Disease	phenotype	Eye Diseases ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	24	C0029089	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Musculoskeletal Diseases	24	C0035436	ALL
C0030567	Parkinson Disease	group	Virus Diseases	24	C0035869	ALL
C0030567	Parkinson Disease	disease	Occupational Diseases ; Respiratory Tract Diseases	24	C0037116	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	24	C0041671	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	24	C0041948	ALL
C0030567	Parkinson Disease	disease	Neoplasms	24	C0334583	ALL
C0030567	Parkinson Disease	disease	null	24	C4020873	ALL
C0030567	Parkinson Disease	disease	null	24	C4020854	ALL
C0030567	Parkinson Disease	phenotype	null	24	C4021768	ALL
C0030567	Parkinson Disease	disease	Immune System Diseases ; Mental Disorders ; Nervous System Diseases ; Virus Diseases	24	C0001849	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases	24	C0002878	ALL
C0030567	Parkinson Disease	disease	Occupational Diseases ; Respiratory Tract Diseases	24	C0003949	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	24	C0009376	ALL
C0030567	Parkinson Disease	disease	Behavior and Behavior Mechanisms ; Mental Disorders ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	24	C0011206	ALL
C0030567	Parkinson Disease	disease	Eye Diseases	24	C0013238	ALL
C0030567	Parkinson Disease	disease	Neoplasms	24	C0017075	ALL
C0030567	Parkinson Disease	disease	Stomatognathic Diseases	24	C0017574	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	24	C0017639	ALL
C0030567	Parkinson Disease	disease	Neoplasms	24	C0018552	ALL
C0030567	Parkinson Disease	disease	Virus Diseases	24	C0019100	ALL
C0030567	Parkinson Disease	group	Digestive System Diseases	24	C0021831	ALL
C0030567	Parkinson Disease	disease	Parasitic Diseases ; Skin and Connective Tissue Diseases	24	C0023281	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	24	C0520459	ALL
C0030567	Parkinson Disease	disease	null	24	C0595921	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases	24	C0752120	ALL
C0030567	Parkinson Disease	disease	null	24	C0154830	ALL
C0030567	Parkinson Disease	disease	null	24	C0178468	ALL
C0030567	Parkinson Disease	disease	Neoplasms	24	C0206681	ALL
C0030567	Parkinson Disease	disease	Neoplasms	24	C0206716	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Digestive System Diseases ; Pathological Conditions, Signs and Symptoms ; Respiratory Tract Diseases	24	C0221757	ALL
C0030567	Parkinson Disease	phenotype	null	24	C0233401	ALL
C0030567	Parkinson Disease	phenotype	null	24	C0234251	ALL
C0030567	Parkinson Disease	phenotype	Behavior and Behavior Mechanisms ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	24	C0235153	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases	24	C0949690	ALL
C0030567	Parkinson Disease	disease	null	24	C1096184	ALL
C0030567	Parkinson Disease	disease	null	24	C1290398	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	23	C0919532	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	23	C0920269	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Immune System Diseases	23	C0920350	ALL
C0030567	Parkinson Disease	group	Virus Diseases	23	C0950124	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	23	C1096063	ALL
C0030567	Parkinson Disease	disease	null	23	C1504404	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Pathological Conditions, Signs and Symptoms	23	C0023531	ALL
C0030567	Parkinson Disease	disease	Neoplasms	23	C0023798	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	23	C0027540	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases	23	C0030312	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases ; Nutritional and Metabolic Diseases	23	C0032897	ALL
C0030567	Parkinson Disease	phenotype	null	23	C0034935	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	23	C0036349	ALL
C0030567	Parkinson Disease	phenotype	Skin and Connective Tissue Diseases	23	C0037299	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Neoplasms	23	C0040137	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Nervous System Diseases ; Nutritional and Metabolic Diseases	23	C0085220	ALL
C0030567	Parkinson Disease	disease	null	23	C1960397	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Otorhinolaryngologic Diseases ; Stomatognathic Diseases	23	C2349952	ALL
C0030567	Parkinson Disease	disease	null	23	C2700439	ALL
C0030567	Parkinson Disease	disease	null	23	C2700440	ALL
C0030567	Parkinson Disease	phenotype	null	23	C2945759	ALL
C0030567	Parkinson Disease	disease	null	23	C2981150	ALL
C0030567	Parkinson Disease	phenotype	null	23	C3275417	ALL
C0030567	Parkinson Disease	disease	null	23	C3536893	ALL
C0030567	Parkinson Disease	phenotype	null	23	C1837514	ALL
C0030567	Parkinson Disease	phenotype	null	23	C1839039	ALL
C0030567	Parkinson Disease	phenotype	null	23	C1850667	ALL
C0030567	Parkinson Disease	disease	null	23	C1853926	ALL
C0030567	Parkinson Disease	phenotype	null	23	C1866210	ALL
C0030567	Parkinson Disease	group	Nervous System Diseases	23	C0270612	ALL
C0030567	Parkinson Disease	disease	null	23	C0270814	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	23	C0338831	ALL
C0030567	Parkinson Disease	group	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Musculoskeletal Diseases	23	C0376634	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications	23	C0162739	ALL
C0030567	Parkinson Disease	phenotype	Neoplasms	23	C0205698	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Neoplasms	23	C0206667	ALL
C0030567	Parkinson Disease	disease	Neoplasms	23	C0206677	ALL
C0030567	Parkinson Disease	disease	null	23	C0262655	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Substance-Related Disorders	23	C0001969	ALL
C0030567	Parkinson Disease	phenotype	Cardiovascular Diseases ; Pathological Conditions, Signs and Symptoms	23	C0003811	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	23	C0009952	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses	23	C0012546	ALL
C0030567	Parkinson Disease	disease	Neoplasms	23	C0018923	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases ; Respiratory Tract Diseases	23	C0520680	ALL
C0030567	Parkinson Disease	disease	null	23	C0521707	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	23	C0751778	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Endocrine System Diseases	23	C0853897	ALL
C0030567	Parkinson Disease	disease	Behavior and Behavior Mechanisms ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	22	C0563625	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	22	C0751781	ALL
C0030567	Parkinson Disease	group	null	22	C0852949	ALL
C0030567	Parkinson Disease	phenotype	null	22	C1854301	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Musculoskeletal Diseases ; Skin and Connective Tissue Diseases	22	C0024796	ALL
C0030567	Parkinson Disease	disease	Otorhinolaryngologic Diseases	22	C0025281	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Musculoskeletal Diseases ; Nervous System Diseases	22	C0025958	ALL
C0030567	Parkinson Disease	disease	Male Urogenital Diseases	22	C0028960	ALL
C0030567	Parkinson Disease	disease	Eye Diseases	22	C0035305	ALL
C0030567	Parkinson Disease	disease	Parasitic Diseases	22	C0036323	ALL
C0030567	Parkinson Disease	disease	null	22	C0036646	ALL
C0030567	Parkinson Disease	disease	Behavior and Behavior Mechanisms	22	C0038443	ALL
C0030567	Parkinson Disease	disease	Eye Diseases ; Immune System Diseases ; Nervous System Diseases	22	C0042170	ALL
