c1.diseaseId	c1.name	c2.type	c2.diseaseClassName	c0.Ngenes	c0.diseaseId2	c0.source
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases	4	C0220669	ALL
C0030567	Parkinson Disease	disease	null	4	C0220989	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases ; Nervous System Diseases	4	C0221055	ALL
C0030567	Parkinson Disease	disease	null	4	C0221155	ALL
C0030567	Parkinson Disease	disease	null	4	C0221238	ALL
C0030567	Parkinson Disease	disease	null	4	C0221253	ALL
C0030567	Parkinson Disease	disease	null	4	C0221292	ALL
C0030567	Parkinson Disease	disease	null	4	C0221376	ALL
C0030567	Parkinson Disease	disease	null	4	C0221391	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0231230	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	4	C0231712	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0233488	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0233622	ALL
C0030567	Parkinson Disease	phenotype	Behavior and Behavior Mechanisms ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	4	C0233762	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0234182	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	4	C0234533	ALL
C0030567	Parkinson Disease	disease	null	4	C0234935	ALL
C0030567	Parkinson Disease	disease	null	4	C0235222	ALL
C0030567	Parkinson Disease	disease	null	4	C0235280	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0235290	ALL
C0030567	Parkinson Disease	disease	null	4	C0235394	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0235896	ALL
C0030567	Parkinson Disease	phenotype	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	4	C0237873	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0239479	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0239676	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0240225	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0240278	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0240421	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0240805	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Musculoskeletal Diseases	4	C0240912	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0241703	ALL
C0030567	Parkinson Disease	disease	null	4	C0241982	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases	4	C0242292	ALL
C0030567	Parkinson Disease	phenotype	Neoplasms ; Pathological Conditions, Signs and Symptoms	4	C0242594	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	4	C0242621	ALL
C0030567	Parkinson Disease	disease	null	4	C0259744	ALL
C0030567	Parkinson Disease	disease	null	4	C0262380	ALL
C0030567	Parkinson Disease	disease	Immune System Diseases ; Skin and Connective Tissue Diseases	4	C0263313	ALL
C0030567	Parkinson Disease	disease	null	4	C0263314	ALL
C0030567	Parkinson Disease	disease	null	4	C0263401	ALL
C0030567	Parkinson Disease	disease	null	4	C0263420	ALL
C0030567	Parkinson Disease	disease	null	4	C0263504	ALL
C0030567	Parkinson Disease	disease	null	4	C0263505	ALL
C0030567	Parkinson Disease	disease	Wounds and Injuries	4	C0263912	ALL
C0030567	Parkinson Disease	disease	null	4	C0264346	ALL
C0030567	Parkinson Disease	disease	null	4	C0264683	ALL
C0030567	Parkinson Disease	disease	null	4	C0264694	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Neoplasms ; Nervous System Diseases	4	C0265319	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Endocrine System Diseases ; Musculoskeletal Diseases ; Nutritional and Metabolic Diseases	4	C0265344	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	4	C1959583	ALL
C0030567	Parkinson Disease	disease	null	4	C1997740	ALL
C0030567	Parkinson Disease	disease	null	4	C2216702	ALL
C0030567	Parkinson Disease	disease	Eye Diseases	4	C2237660	ALL
C0030567	Parkinson Disease	disease	null	4	C2609129	ALL
C0030567	Parkinson Disease	phenotype	null	4	C2674432	ALL
C0030567	Parkinson Disease	phenotype	null	4	C2677328	ALL
C0030567	Parkinson Disease	phenotype	null	4	C2677762	ALL
C0030567	Parkinson Disease	disease	null	4	C2697636	ALL
C0030567	Parkinson Disease	disease	null	4	C2698045	ALL
C0030567	Parkinson Disease	disease	null	4	C2712971	ALL
C0030567	Parkinson Disease	disease	null	4	C2732473	ALL
C0030567	Parkinson Disease	disease	null	4	C2747839	ALL
C0030567	Parkinson Disease	group	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Endocrine System Diseases ; Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	4	C2751824	ALL
C0030567	Parkinson Disease	disease	null	4	C2826321	ALL
C0030567	Parkinson Disease	disease	null	4	C2887821	ALL
C0030567	Parkinson Disease	disease	null	4	C2931019	ALL
C0030567	Parkinson Disease	disease	null	4	C2931038	ALL
C0030567	Parkinson Disease	disease	null	4	C2931498	ALL
C0030567	Parkinson Disease	disease	null	4	C2931687	ALL
C0030567	Parkinson Disease	disease	null	4	C2931826	ALL
C0030567	Parkinson Disease	disease	null	4	C2938905	ALL
C0030567	Parkinson Disease	disease	null	4	C2973725	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases ; Pathological Conditions, Signs and Symptoms ; Stomatognathic Diseases	4	C2986536	ALL
C0030567	Parkinson Disease	disease	null	4	C2986658	ALL
C0030567	Parkinson Disease	disease	null	4	C3146271	ALL
C0030567	Parkinson Disease	disease	null	4	C3160814	ALL
C0030567	Parkinson Disease	disease	null	4	C3161174	ALL
C0030567	Parkinson Disease	disease	null	4	C3161330	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Hemic and Lymphatic Diseases ; Nervous System Diseases ; Nutritional and Metabolic Diseases	4	C3179455	ALL
C0030567	Parkinson Disease	disease	null	4	C3263719	ALL
C0030567	Parkinson Disease	disease	null	4	C3272820	ALL
C0030567	Parkinson Disease	disease	null	4	C3273225	ALL
C0030567	Parkinson Disease	disease	null	4	C3273239	ALL
C0030567	Parkinson Disease	disease	null	4	C3274515	ALL
C0030567	Parkinson Disease	disease	null	4	C3277418	ALL
C0030567	Parkinson Disease	disease	null	4	C3280641	ALL
C0030567	Parkinson Disease	disease	null	4	C3469605	ALL
C0030567	Parkinson Disease	disease	null	4	C3472608	ALL
C0030567	Parkinson Disease	disease	null	4	C3489398	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Musculoskeletal Diseases ; Nutritional and Metabolic Diseases	4	C3494506	ALL
C0030567	Parkinson Disease	disease	null	4	C3495549	ALL
C0030567	Parkinson Disease	disease	null	4	C3532239	ALL
C0030567	Parkinson Disease	disease	null	4	C3539168	ALL
C0030567	Parkinson Disease	disease	null	4	C3541517	ALL
C0030567	Parkinson Disease	disease	Immune System Diseases ; Skin and Connective Tissue Diseases ; Substance-Related Disorders	4	C3541994	ALL
C0030567	Parkinson Disease	disease	null	4	C3544092	ALL
C0030567	Parkinson Disease	disease	null	4	C3554224	ALL
C0030567	Parkinson Disease	disease	null	4	C3711376	ALL
C0030567	Parkinson Disease	disease	null	4	C3714976	ALL
C0030567	Parkinson Disease	phenotype	null	4	C3825201	ALL
C0030567	Parkinson Disease	disease	null	4	C3826758	ALL
C0030567	Parkinson Disease	disease	null	4	C3875007	ALL
C0030567	Parkinson Disease	disease	null	4	C3887558	ALL
C0030567	Parkinson Disease	disease	null	4	C3887654	ALL
C0030567	Parkinson Disease	disease	null	4	C3887678	ALL
C0030567	Parkinson Disease	disease	null	4	C3888065	ALL
C0030567	Parkinson Disease	disease	null	4	C3888102	ALL
C0030567	Parkinson Disease	disease	null	4	C3889979	ALL
C0030567	Parkinson Disease	disease	null	4	C3890941	ALL
C0030567	Parkinson Disease	disease	null	4	C3899369	ALL
C0030567	Parkinson Disease	disease	null	4	C4013426	ALL
C0030567	Parkinson Disease	disease	null	4	C4020778	ALL
C0030567	Parkinson Disease	phenotype	null	4	C4020813	ALL
C0030567	Parkinson Disease	disease	null	4	C4020848	ALL
C0030567	Parkinson Disease	phenotype	null	4	C4020849	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0000731	ALL
C0030567	Parkinson Disease	group	Neoplasms	4	C0000735	ALL
C0030567	Parkinson Disease	phenotype	Behavior and Behavior Mechanisms	4	C0001726	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases	4	C0001768	ALL
C0030567	Parkinson Disease	phenotype	Eye Diseases ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	4	C0002418	ALL
C0030567	Parkinson Disease	disease	null	4	C0002690	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases	4	C0002768	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases	4	C0002886	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Nutritional and Metabolic Diseases	4	C0002892	ALL
C0030567	Parkinson Disease	phenotype	Cardiovascular Diseases ; Immune System Diseases ; Skin and Connective Tissue Diseases	4	C0002994	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0004059	ALL
C0030567	Parkinson Disease	disease	Eye Diseases	4	C0004106	ALL
C0030567	Parkinson Disease	disease	null	4	C0004606	ALL
C0030567	Parkinson Disease	disease	Immune System Diseases ; Occupational Diseases ; Respiratory Tract Diseases	4	C0005592	ALL
C0030567	Parkinson Disease	disease	Eye Diseases	4	C0005741	ALL
C0030567	Parkinson Disease	group	Respiratory Tract Diseases	4	C0006261	ALL
C0030567	Parkinson Disease	disease	Respiratory Tract Diseases	4	C0006285	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses	4	C0006818	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Skin and Connective Tissue Diseases	4	C0006845	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Otorhinolaryngologic Diseases ; Respiratory Tract Diseases	4	C0008297	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases	4	C0008412	ALL
C0030567	Parkinson Disease	disease	Parasitic Diseases	4	C0009021	ALL
C0030567	Parkinson Disease	disease	null	4	C0009087	ALL
C0030567	Parkinson Disease	group	Skin and Connective Tissue Diseases	4	C0009326	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0010201	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	4	C0011573	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Nutritional and Metabolic Diseases	4	C0011859	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	4	C0012811	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Digestive System Diseases	4	C0012813	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	4	C0012819	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Musculoskeletal Diseases	4	C0013589	ALL
C0030567	Parkinson Disease	phenotype	Behavior and Behavior Mechanisms	4	C0013985	ALL
C0030567	Parkinson Disease	disease	Neoplasms	4	C0014145	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Eye Diseases	4	C0014236	ALL
C0030567	Parkinson Disease	phenotype	Neoplasms	4	C0014511	ALL
C0030567	Parkinson Disease	disease	Eye Diseases ; Nervous System Diseases	4	C0015310	ALL
C0030567	Parkinson Disease	group	Bacterial Infections and Mycoses ; Eye Diseases	4	C0015405	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms ; Stomatognathic Diseases	4	C0015469	ALL
C0030567	Parkinson Disease	disease	Neoplasms	4	C0016045	ALL
C0030567	Parkinson Disease	group	Animal Diseases ; Virus Diseases	4	C0016514	ALL
C0030567	Parkinson Disease	group	Female Urogenital Diseases and Pregnancy Complications ; Neoplasms	4	C0017416	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Parasitic Diseases	4	C0017536	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Musculoskeletal Diseases	4	C0017547	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Endocrine System Diseases ; Neoplasms	4	C0017689	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nutritional and Metabolic Diseases	4	C0017924	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases ; Otorhinolaryngologic Diseases ; Pathological Conditions, Signs and Symptoms	4	C0018777	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Pathological Conditions, Signs and Symptoms	4	C0018794	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Digestive System Diseases	4	C0019112	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	4	C0019212	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Eye Diseases	4	C0020302	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	4	C0020440	ALL
C0030567	Parkinson Disease	group	Mental Disorders ; Nervous System Diseases	4	C0020524	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nutritional and Metabolic Diseases	4	C0020597	ALL
C0030567	Parkinson Disease	phenotype	Nutritional and Metabolic Diseases	4	C0020621	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Skin and Connective Tissue Diseases	4	C0020757	ALL
C0030567	Parkinson Disease	group	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	4	C0021290	ALL
C0030567	Parkinson Disease	group	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	4	C0021295	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Nervous System Diseases	4	C0021603	ALL
C0030567	Parkinson Disease	disease	Eye Diseases	4	C0022073	ALL
C0030567	Parkinson Disease	disease	null	4	C0022118	ALL
C0030567	Parkinson Disease	group	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Musculoskeletal Diseases ; Stomatognathic Diseases	4	C0022360	ALL
C0030567	Parkinson Disease	disease	Eye Diseases	4	C0022573	ALL
C0030567	Parkinson Disease	disease	Substance-Related Disorders	4	C0023176	ALL
C0030567	Parkinson Disease	disease	null	4	C0023288	ALL
C0030567	Parkinson Disease	disease	null	4	C0266011	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases	4	C0266483	ALL
C0030567	Parkinson Disease	disease	null	4	C0266544	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Hemic and Lymphatic Diseases	4	C0266642	ALL
C0030567	Parkinson Disease	phenotype	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	4	C0266836	ALL
C0030567	Parkinson Disease	disease	null	4	C0267834	ALL
C0030567	Parkinson Disease	disease	null	4	C0268070	ALL
C0030567	Parkinson Disease	disease	null	4	C0268164	ALL
C0030567	Parkinson Disease	disease	null	4	C0268351	ALL
C0030567	Parkinson Disease	disease	null	4	C0268353	ALL
C0030567	Parkinson Disease	disease	null	4	C0268392	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases ; Nutritional and Metabolic Diseases	4	C0268394	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases ; Nutritional and Metabolic Diseases	4	C0268450	ALL
C0030567	Parkinson Disease	disease	null	4	C0268467	ALL
C0030567	Parkinson Disease	phenotype	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases ; Nutritional and Metabolic Diseases	4	C0268548	ALL
C0030567	Parkinson Disease	disease	null	4	C0268575	ALL
C0030567	Parkinson Disease	disease	null	4	C0268647	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases ; Skin and Connective Tissue Diseases	4	C0271694	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Hemic and Lymphatic Diseases	4	C0272302	ALL
C0030567	Parkinson Disease	disease	null	4	C0272324	ALL
C0030567	Parkinson Disease	disease	null	4	C0276609	ALL
C0030567	Parkinson Disease	disease	null	4	C0277524	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0278061	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0278134	ALL
C0030567	Parkinson Disease	disease	null	4	C0278487	ALL
C0030567	Parkinson Disease	disease	null	4	C0278512	ALL
C0030567	Parkinson Disease	disease	null	4	C0278787	ALL
C0030567	Parkinson Disease	disease	null	4	C0278864	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0280232	ALL
C0030567	Parkinson Disease	disease	null	4	C0280451	ALL
C0030567	Parkinson Disease	disease	null	4	C0280856	ALL
C0030567	Parkinson Disease	disease	Occupational Diseases	4	C0282550	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases	4	C0302314	ALL
C0030567	Parkinson Disease	disease	null	4	C0332890	ALL
C0030567	Parkinson Disease	disease	null	4	C0334050	ALL
C0030567	Parkinson Disease	disease	null	4	C0334163	ALL
C0030567	Parkinson Disease	phenotype	Neoplasms ; Pathological Conditions, Signs and Symptoms	4	C0334276	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0334296	ALL
C0030567	Parkinson Disease	disease	null	4	C0334381	ALL
C0030567	Parkinson Disease	disease	null	4	C0334409	ALL
C0030567	Parkinson Disease	disease	null	4	C0334488	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Neoplasms	4	C0334529	ALL
C0030567	Parkinson Disease	disease	Neoplasms	4	C0334576	ALL
C0030567	Parkinson Disease	disease	Neoplasms	4	C0334582	ALL
C0030567	Parkinson Disease	disease	null	4	C0334633	ALL
C0030567	Parkinson Disease	disease	null	4	C0338078	ALL
C0030567	Parkinson Disease	disease	null	4	C0338113	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Nervous System Diseases	4	C0338430	ALL
C0030567	Parkinson Disease	disease	null	4	C0338488	ALL
C0030567	Parkinson Disease	disease	null	4	C0338502	ALL
C0030567	Parkinson Disease	disease	null	4	C0338507	ALL
C0030567	Parkinson Disease	disease	null	4	C0339470	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Eye Diseases	4	C0339510	ALL
C0030567	Parkinson Disease	disease	null	4	C0339535	ALL
C0030567	Parkinson Disease	disease	null	4	C0339539	ALL
C0030567	Parkinson Disease	disease	null	4	C0339578	ALL
C0030567	Parkinson Disease	disease	null	4	C0339652	ALL
C0030567	Parkinson Disease	group	null	4	C0339901	ALL
C0030567	Parkinson Disease	disease	Respiratory Tract Diseases	4	C0340543	ALL
